,name,Mw (g/mol),Mn (g/mol),PDI,Regioregularity R%,DP,SANS,SAXS/GWAXS,DLS,SLS,SEC (GPC),Dark/light,Applied Electrical Field (Kv/cm),Duration of Applied Electrical Field (min),DLS Angle (deg),Concentration (mg/ml),Temperature SANS/SLS/DLS/SEC (K),Aging time (hour),To Aging Temperature (K),Stirring /sonication/heating time(min),Sonication time (min),Sonication/Stirring/heating Temperature (K),storage temperature (K),Storage time (hour),Solvent(s),Deuterated solvent,Solid additive,Solid additive quantity (mg/ml),Solvent solubility parameter (Hansen),Polymer solubility parameter ,Polymer solubility parameter 𝛿d [MPa1/2],Polymer solubility parameter  𝛿p [MPa1/2],Polymer solubility parameter 𝛿h [MPa1/2],Rh1 (nm),I1 (Normalized 1-0),Rh2 (nm),I2 (Normalized 1-0),Rh3 (nm),I3 (Normalized 1-0),Rh4 (nm),I4 (Normalized 1-0),Rh deviation (nm) ±,Rg1 (nm),Rg2 (nm),Rg 1deviation (nm) ±,"Rcs,g (crossectional radius) (nm)","Rcs,g (crossectional radius) (nm) ±","Rt,g (radius of gyration) (nm)",Ree (chain end-to-end distance) (nm),Ree deviation (nm) ±,A2 (mol dm3/g^2),df,α1 ,q1 range (A-1),α2 ,q2 range (A-1),Lp (nm),Lp deviation (nm) ±,Lc (nm),Lc deviation (nm) ±,ξs (characteristic length scale) (nm),ξs deviation (nm) ±,ξd (mesh size of the dynamic network) (nm),ξd deviation (nm) ±,R disk (nm),R cylinder (nm),R deviation (nm) ±,R core cylinder (nm),L cylinder (nm),L deviation (nm) ±,t (thinkness) (nm),t (thinkness) (nm) ±,A parallelepiped (thickness)(nm),A deviation (nm) ±,B parallelepiped (width)(nm),B deviation (nm) ±,C parallelepiped (length)(nm),C deviation (nm) ±,Light scattering model,SANS/SAXS model,Expected Conformation,Additional notes 1,Additional notes 2,Doi
153,MEH-PPV,1000000.0,200000.0,5.0,,,0,0,1.0,1,0.0,,,,120,9.0,323.0,0.5,323,,600,333,,,CB,0.0,,,,,,,,1169.99,1.0,27.03,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,randomly oriented cylinders,,number-average molecular weight 150 000−250 000 g/mol,"The sample solution was sonicated 10 h per day at 60 °C for 4 days and stored in a dark, auto dry box at room temperature. As shown in Figure 1, the MEH-PPV sample solution could be brought to the gel state via aging at 30 °C, and the gel structure may be largely disintegrated by heating back to 60 °C. The freshly prepared, heated solution was allowed to equilibrate for at least 2 h at 60 °C to minimize the effect of prior sonication/MEH-PPV solution during stepwise cooling from 60 to 40 °C to unveil the aggregate properties as well as their structural development toward the gel state at 30 °C",https://doi.org/10.1021/acs.jpcb.5b00575
154,MBL-PPV,,,,,,1,0,0.0,0,0.0,,,,,40.4,298.0,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,,,285.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lorentzian,,,,https://doi.org/10.1081/MA-100108376
155,MBL-PPV,,,,,,1,0,0.0,0,0.0,,,,,70.4,298.0,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,,,299.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1081/MA-100108376
156,MBL-PPV,,,,,,1,0,0.0,0,0.0,,,,,89.5,298.0,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,,,305.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1081/MA-100108376
157,MBL-PPV,,,,,,1,0,0.0,0,0.0,,,,,32.6,298.0,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,,,282.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1081/MA-100108376
158,MBL-PPV,,,,,,1,0,0.0,0,0.0,,,,,32.6,298.0,,,,,,,,H2O,1.0,LiCl,73.4 mg/ml,,,,,,,,,,,,,,,215.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1081/MA-100108376
159,MBL-PPV,,,,,,1,0,0.0,0,0.0,,,,,34.7,298.0,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,,,283.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1081/MA-100108376
160,MBL-PPV,,,,,,1,0,0.0,0,0.0,,,,,34.7,298.0,,,,,,,,H2O,1.0,MV2+,94.4:5.6 vol%,,,,,,,,,,,,,,,303.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1081/MA-100108376
161,MBL-PPV,,,,,,1,0,0.0,0,0.0,,,,,40.4,298.0,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,,,285.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1081/MA-100108376
162,MBL-PPV,,,,,,1,0,0.0,0,0.0,,,,,40.4,298.0,,,,,,,,H2O,1.0,DTABr,97.6:2.4 vol%,,,,,,,,,,,,,,,278.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1081/MA-100108376
163,MBL-PPV,,,,,,1,0,0.0,0,0.0,,,,,40.4,298.0,,,,,,,,H2O,1.0,DTABr,83.3:16.7 vol%,,,,,,,,,,,,,,,255.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1081/MA-100108376
164,MEH-PPV,1330000.0,295555.5556,4.5,,,0,0,,1,0.0,,,,,0.0035,323.0,,,,240,343,,,100:0 vol% Tol-nC9,0.0,,,,,,,,,,,,,,,,,78.0,,,,,,,,1.778e-05,,,,,,5.24,,3650.0,,,,,,,,,,,,,,,,,,,,Kratky-Perod,,,,,http://dx.doi.org/10.1016/j.polymer.2012.08.048
165,MEH-PPV,1330000.0,295555.5556,4.5,,,0,0,,1,0.0,,,,,0.0035,323.0,,,,,,,,70:30 vol% Tol-nC9,0.0,,,,,,,,,,,,,,,,,65.8,,,,,,,,1.113e-05,,,,,,3.68,,3650.0,,,,,,,,,,,,,,,,,,,,Kratky-Perod,,,,,http://dx.doi.org/10.1016/j.polymer.2012.08.048
166,P3ImiHT,8681.96,6201.4,1.4,,,1,0,0.0,0,0.0,,,,,10.0,293.0,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,,,1.3,,0.05,,,,,,,,,0.018–0.24,,,,,,,,,,,,,,,,,,,,,,,,,,Arbit,,converted from P3BrHT Mw and Mn by assumption of no change in yield and full conversion. Mw of P3BrHT is 7000 and Mn = 5000,,https://doi.org/10.1039/C1SM05492A
167,MEH-PPV,535000.0,,,,,0,0,1.0,0,0.0,,,,,5.0,298.0,,,,,,,,50:50 vol% THF-CB,0.0,,,,,,,,11.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1063/1.478288
168,MEH-PPV,535000.0,,,,,0,0,1.0,0,0.0,,,,,5.0,298.0,,,,,,,,THF,0.0,,,,,,,,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1063/1.478288
169,MEH-PPV,535000.0,,,,,0,0,1.0,0,0.0,,,,,10.0,298.0,,,,,,,,THF,0.0,,,,,,,,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1063/1.478288
170,MEH-PPV,535000.0,,,,,0,0,1.0,0,0.0,,,,,15.0,298.0,,,,,,,,THF,0.0,,,,,,,,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1063/1.478288
171,MEH-PPV,535000.0,,,,,0,0,1.0,0,0.0,,,,,5.0,298.0,,,,,,,,CB,0.0,,,,,,,,17.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1063/1.478288
172,MEH-PPV,535000.0,,,,,0,0,1.0,0,0.0,,,,,10.0,298.0,,,,,,,,CB,0.0,,,,,,,,13.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1063/1.478288
173,PTEBS,1000000.0,561797.7528,1.78,,,0,0,1.0,0,0.0,,,,90,0.01023,298.0,,,overnight,,,,,H2O,0.0,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malvern Zetasizer Nano-ZS,3.6×10−5 M,https://doi.org/10.26686/wgtn.17003311
174,FPQ-Br,25836.0,14514.60674,1.78,,,0,0,1.0,0,0.0,,,,90,0.049,298.0,,,,,,,,H2O,0.0,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"paricle size is reported  (which one I choose ?Rh or Dh)
Used monomer molar mass",7.2×10−5 M,https://doi.org/10.26686/wgtn.17003311
175,P3OT,83000.0,43684.21053,1.9,,,1,0,0.0,0,0.0,,,,,30.0,303.0,,,,,,,,79.4:20.6 vol% nC12-oDCB,1.0,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,4.6,,26.1,,,,,mass balanced parallelepiped-excluded volume effects,,,71.3:28.7 wt% nC12-oDCB,https://doi.org/10.1039/C4SM00960F
176,P3DDT,51000.0,28333.33333,1.8,,,1,0,0.0,0,0.0,,,,,30.0,303.0,,,,,,,,89.6:10.4 vol% nC12-oDCB,1.0,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,2.0,0.0001-.01,,,,,39.1,,,,,,,,,,,,,,4.9,,22.2,,,,,mass balanced parallelepiped-excluded volume effects,,,84.7:15.3 wt% nC12-oDCB,https://doi.org/10.1039/C4SM00960F
177,P3HT (high Mw),53000.0,23043.47826,2.3,,,1,0,0.0,0,0.0,,,,,30.0,303.0,,,,,,,,54.8:45.2 vol% nC12-oDCB,1.0,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,61.2,,,,,,,,,,,,,,4.4,,23.4,,,,,mass balanced parallelepiped-excluded volume effects,,,43.9:56.1 wt% nC12-oDCB,https://doi.org/10.1039/C4SM00960F
178,PFO,70460.0,60222.22222,1.17,,,0,0,1.0,0,0.0,,,,,1.0,,,,300,,328,,,THF,0.0,,,,,,,,4.16,1.0,61.52,0.49,1316.33,0.34,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1039/D0TC00171F
179,PFO,70460.0,60222.22222,1.17,,,0,0,1.0,0,0.0,,10.0,30.0,,1.0,,,,300,,328,,,THF,0.0,,,,,,,,12.5,1.0,252.41,0.86,5043.25,0.16,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,"(with elecrical field), 10Kv/cm for 30 min",,https://doi.org/10.1039/D0TC00171F
180,PPFOH,14700.0,4637.223975,3.17,,,0,0,1.0,0,0.0,,,,,1.0,,,,300,,328,,,THF,0.0,,,,,,,,182.59,1.0,100624.91,0.87,6.13,0.46,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1039/D0TC00171F
181,PPFOH,14700.0,4637.223975,3.17,,,0,0,1.0,0,0.0,,10.0,30.0,,1.0,,,,300,,328,,,THF,0.0,,,,,,,,185.77,1.0,116129.7,0.22,6.23,0.22,3312.86,0.44,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,"(with elecrical field), 10Kv/cm for 30 min",,https://doi.org/10.1039/D0TC00171F
182,FBDOPV-2T,152570.0,80300.0,1.9,,,1,0,0.0,0,0.0,,,,,3.0,298.0,,,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01-0.1,,,29.35,,127.6,,,,,,,,,,,,,,,,,,,,,WLC,,,,https://doi.org/10.1002/anie.202107395
186,PTHS3,44690.0,41000.0,1.09,,,1,0,0.0,0,0.0,,,,,3.0,298.0,,,,,,,,DMSO,1.0,,,,,,,,,,,,,,,,,5.49,,0.13,,,,,,,,3.0,0.01-0.1,,,,,29.9,,,,,,,,,,,,,,,,,,,,,Gaussian chain,,,,https://doi.org/10.1002/marc.202300396
187,P3DT-d21,22042.0,20600.0,1.07,,,1,0,0.0,0,0.0,,,,,10.0,348.0,,,,,,,,0:100 vol% CBd5-CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,0.1,20.03,0.5,,,,,,0.74,,,,,,,,,,,,,,flexible cylinder,,,,https://dx.doi.org/10.1021/acs.macromol.0c02086
188,P3DT-d21,22042.0,20600.0,1.07,,,1,0,0.0,0,0.0,,,,,10.0,348.0,,,,,,,,25:75 vol% CBd5-CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,0.1,20.03,0.5,,,,,,0.74,,,,,,,,,,,,,,flexible cylinder,,,,https://dx.doi.org/10.1021/acs.macromol.0c02086
189,P3DT-d21,22042.0,20600.0,1.07,,,1,0,0.0,0,0.0,,,,,10.0,348.0,,,,,,,,50:50 vol% CBd5-CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,0.1,20.03,0.5,,,,,,0.74,,,,,,,,,,,,,,flexible cylinder,,,,https://dx.doi.org/10.1021/acs.macromol.0c02086
190,P3DT-d21,22042.0,20600.0,1.07,,,1,0,0.0,0,0.0,,,,,10.0,348.0,,,,,,,,75:25 vol% CBd5-CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,0.2,20.03,0.5,,,,,,0.74,,,,,,,,,,,,,,flexible cylinder,,,,https://dx.doi.org/10.1021/acs.macromol.0c02086
191,P3DT-d21,22042.0,20600.0,1.07,,,1,0,0.0,0,0.0,,,,,10.0,348.0,,,,,,,,100:0 vol% CBd5-CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,0.2,20.03,0.5,,,,,,0.74,,,,,,,,,,,,,,flexible cylinder,,,,https://dx.doi.org/10.1021/acs.macromol.0c02086
192,P3DT,74002.0,45400.0,1.63,,,1,0,0.0,0,0.0,,,,,10.0,348.0,,,,,,,,100:0 vol% CBd5-CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,0.2,41.92,1.1,,,,,,0.8,,,,,,,,,,,,,,flexible cylinder,,,,https://dx.doi.org/10.1021/acs.macromol.0c02086
193,PffBT4T-2DT,217668.0,116400.0,1.87,,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.45,,31.69,,,,,,,2.13,,,,,,,2.68,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/adfm.202209195
194,PffBT4T-2DT,217668.0,116400.0,1.87,,,1,0,0.0,0,0.0,,,,,,328.0,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,27.24,,,,,,,1.94,,,,,,,2.82,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/adfm.202209195
195,PffBT4T-2DT,217668.0,116400.0,1.87,,,1,0,0.0,0,0.0,,,,,,338.0,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.605,,26.63,,,,,,,1.84,,,,,,,1.07,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/adfm.202209195
196,PffBT4T-2DT,217668.0,116400.0,1.87,,,1,0,0.0,0,0.0,,,,,,353.0,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.675,,41.86,,,,,,,1.83,,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/adfm.202209195
197,PffBT4T-2DT,217668.0,116400.0,1.87,,,1,0,0.0,0,0.0,,,,,,328.0,,,,,,,,TCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,,172.29,,,,,,,1.42,,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/adfm.202209195
198,PffBT4T-2DT,217668.0,116400.0,1.87,,,1,0,0.0,0,0.0,,,,,,333.0,,,,,,,,TCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.435,,122.44,,,,,,,1.16,,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/adfm.202209195
199,PffBT4T-2DT,217668.0,116400.0,1.87,,,1,0,0.0,0,0.0,,,,,,373.0,,,,,,,,TCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.235,,103.96,,,,,,,0.99,,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/adfm.202209195
200,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,,,,90,1.0,298.0,,,,3360,303,,,Tol,0.0,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193
201,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,,,,90,3.0,298.0,,,,3360,303,,,Tol,0.0,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193
202,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,,,,90,5.0,298.0,,,,3360,303,,,Tol,0.0,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193
203,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,,,,90,10.0,298.0,,,,3360,303,,,Tol,0.0,,,,,,,,6700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193
204,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,,,,90,0.42,298.0,,,,3360,303,,,Tol,0.0,,,,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193
205,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,,,,90,0.445,298.0,,,,3360,303,,,Tol,0.0,,,,,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193
206,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,,,,90,0.48,298.0,,,,3360,303,,,Tol,0.0,,,,,,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193
207,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,,,,90,2.6,298.0,,,,3360,303,,,Tol,0.0,,,,,,,,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193
208,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,,,,90,2.65,298.0,,,,3360,303,,,Tol,0.0,,,,,,,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193
209,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,,,,90,3.0,298.0,,,,3360,303,,,Tol,0.0,,,,,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193
210,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,,,,90,0.48,298.0,,,,3360,303,,,CF,0.0,,,,,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193
211,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,,,,90,4.7,298.0,,,,3360,303,,,CF,0.0,,,,,,,,442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193
212,MEH-PPV,425000.0,85000.0,5.0,,,0,0,1.0,1,0.0,,,,,0.03,298.0,,,,600,323,,,Tol,0.0,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,"1-CONTIN for size distribution
2-convert Mw from company reported sheet",,https://doi.org/10.1021/jp208399z
213,MEH-PPV,425000.5,85000.0,5.0,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,600,323,,,Tol,0.0,,,,,,,,152.0,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z
214,MEH-PPV,425001.0,85000.0,5.0,,,0,0,1.0,1,0.0,,,,,0.3,298.0,,,,600,323,,,Tol,0.0,,,,,,,,175.0,,,,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z
215,MEH-PPV,425001.5,85000.0,5.0,,,0,0,1.0,1,0.0,,,,,1.0,298.0,,,,600,323,,,Tol,0.0,,,,,,,,233.0,,,,,,,,,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z
216,MEH-PPV,425002.0,85000.0,5.0,,,0,0,1.0,1,0.0,,,,,3.0,298.0,,,,600,323,,,Tol,0.0,,,,,,,,316.0,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z
217,MEH-PPV,425002.5,85000.0,5.0,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,600,323,,,CF,0.0,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z
218,MEH-PPV,425003.0,85000.0,5.0,,,0,0,1.0,1,0.0,,,,,0.3,298.0,,,,600,323,,,CF,0.0,,,,,,,,142.0,,,,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z
219,MEH-PPV,425003.5,85000.0,5.0,,,0,0,1.0,1,0.0,,,,,1.0,298.0,,,,600,323,,,CF,0.0,,,,,,,,192.0,,,,,,,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z
220,MEH-PPV,425004.0,85000.0,5.0,,,0,0,1.0,1,0.0,,,,,3.0,298.0,,,,600,323,,,CF,0.0,,,,,,,,231.0,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z
221,PFO,47000.0,32191.78082,1.46,,,0,0,1.0,1,0.0,,,,90,0.2,298.0,,,,,,,,CF,0.0,,,,,,,,5.5,,,,,,,,,14.4,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072
222,PFO,85000.0,60283.68794,1.41,,,0,0,1.0,1,0.0,,,,90,0.2,298.0,,,,,,,,CF,0.0,,,,,,,,7.1,,,,,,,,,18.1,,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072
223,PFO,113000.0,85606.06061,1.32,,,0,0,1.0,1,0.0,,,,90,0.2,298.0,,,,,,,,CF,0.0,,,,,,,,9.5,,,,,,,,,24.1,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072
224,PFO,145000.0,116935.4839,1.24,,,0,0,1.0,1,0.0,,,,90,0.2,298.0,,,,,,,,CF,0.0,,,,,,,,13.0,,,,,,,,,32.0,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072
225,PFO,47000.0,32191.78082,1.46,,,0,0,1.0,1,0.0,,,,90,0.2,298.0,,,,,,,,10:90 vol% EtOH-CF,0.0,,,,,,,,69.27,1.0,4.94,0.16,2003.2,0.28,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072
226,PFO,85000.0,60283.68794,1.41,,,0,0,1.0,1,0.0,,,,90,0.2,298.0,,,,,,,,10:90 vol% EtOH-CF,0.0,,,,,,,,140.14,1.0,7.07,0.08,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072
227,PFO,113000.0,85606.06061,1.32,,,0,0,1.0,1,0.0,,,,90,0.2,298.0,,,,,,,,10:90 vol% EtOH-CF,0.0,,,,,,,,100.5,1.0,9.33,0.25,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072
228,PFO,145000.0,116935.4839,1.24,,,0,0,1.0,1,0.0,,,,90,0.2,298.0,,,,,,,,10:90 vol% EtOH-CF,0.0,,,,,,,,100.5,1.0,10.2,0.12,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072
229,F8BT,35244.0,19800.0,1.78,,,0,0,1.0,1,0.0,,,,,1.0,293.0,,,,,,,,0:100 vol% EtOH-Tol,0.0,,,,,,,,29.34,1.0,,,,,,,,,,,,,,,,,0.69,,126000-287000,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1016/j.polymer.2023.125951
230,F8BT,35244.0,19800.0,1.78,,,0,0,1.0,1,0.0,,,,,1.0,293.0,,,,,,,,5:95 vol% EtOH-Tol,0.0,,,,,,,,48.79,1.0,,,,,,,,,,,,,,,,,0.96,,126000-287000,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1016/j.polymer.2023.125951
231,F8BT,35244.0,19800.0,1.78,,,0,0,1.0,1,0.0,,,,,1.0,293.0,,,,,,,,10:90 vol% EtOH-Tol,0.0,,,,,,,,57.51,1.0,,,,,,,,,,,,,,,,,0.7,,126000-287000,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1016/j.polymer.2023.125951
232,F8BT,35244.0,19800.0,1.78,,,0,0,1.0,1,0.0,,,,,1.0,293.0,,,,,,,,15:85 vol% EtOH-Tol,0.0,,,,,,,,698.48,1.0,20.19,0.11,,,,,,,,,,,,,,,2.17,,126000-287000,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1016/j.polymer.2023.125951
